Text,Sentiment,clean_text,text_len_words,polarity,vader_score,sentiment
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1,user the day of the ma ipo i tripled my position at 42 ipo priced at 39 never touched it since probably my best stock move ever,27,1.0,0.6369,Positive
AAP P&F is bullish again...   ,1,aap pf is bullish again,5,0.0,0.0,Neutral
"AAP IF support broken then I won't hesitate to sell as lots of downside. For now, : favors longs  ",1,aap if support broken then i wont hesitate to sell as lots of downside for now favors longs,18,-0.4,0.1063,Neutral
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,-1,user eaders ead bac on which side is the question even aap is broken since few week medium outlook does not look bright,23,0.033333333333333326,-0.6711,Negative
"Green Weekly Triangle on DEPO,....Scaling at 6.40  ",-1,green weekly triangle on deposcaling at 640,7,-0.2,0.0,Neutral
"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty  intc",1,intel a tobacco stockinteresting read and analogyup to intel i guess but the dividend is tasty intc,17,0.0,0.0,Neutral
"Green Weekly Triangle on FNFG,....Scaling at 8.22  ",-1,green weekly triangle on fnfgscaling at 822,7,-0.2,0.0,Neutral
"FAF - ong  16.92. Trailing Stop  22.31 from 8 prior Stops of 22.04, 16.92, 16.40 ... 15.17 and 15.10 -  ",1,faf ong 1692 trailing stop 2231 from 8 prior stops of 2204 1692 1640 1517 and 1510,17,0.0,-0.4215,Negative
"SWY - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",1,swy inside day held 50 sma rsi holding above 40 looks like countertrend move,14,0.0,0.3612,Positive
"Despite weakness in AAP, SPY didn't fill 2day's gap - reversed a mere 0.13 away.  Every stock out there outperforming AAP these days",1,despite weakness in aap spy didnt fill 2days gap reversed a mere 013 away every stock out there outperforming aap these days,22,-0.5,0.3252,Positive
IPX  Over 22.15  ,1,ipx over 2215,3,0.0,0.0,Neutral
MY   Over 28.25 or 28.50  ,1,my over 2825 or 2850,5,0.0,0.0,Neutral
XXIA Over 18.00  ,1,xxia over 1800,3,0.0,0.0,Neutral
user SHOT YHOO TO 0!!!!!,-1,user shot yhoo to 0,5,0.0,0.0,Neutral
"WPI - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",-1,wpi buying looks countertrend possible bear wedge wont be happy if it closes 23 days above 50sma will have to reevaluate if it does,24,0.26666666666666666,-0.4585,Negative
MON - and monthly - game on...  ,1,mon and monthly game on,5,-0.4,0.0,Neutral
"HA EPS estimates being slashed as squeezed stock crash lands, looking for low 5's  ",-1,ha eps estimates being slashed as squeezed stock crash lands looking for low 5s,14,0.0,-0.5106,Negative
"TSO Was long now crack spreads say low 30's = Short, VO good short too!  ",-1,tso was long now crack spreads say low 30s short vo good short too,14,0.12999999999999998,0.2023,Positive
"AAP No pain and no gain, will stay above 500 (mostly) but not higher than 580 and go as low as 470  ",-1,aap no pain and no gain will stay above 500 mostly but not higher than 580 and go as low as 470,22,0.09375,-0.5859,Negative
GEOY Should be trading at: 41.09 as each share worth 1.425 shares of DGI (28.84) x 1.425 = 41.09:  ,1,geoy should be trading at 4109 as each share worth 1425 shares of dgi 2884 x 1425 4109,18,0.3,0.6486,Positive
China is FIX ing itself STDY,1,china is fix ing itself stdy,6,0.0,0.0,Neutral
CHK Good Info user: user S&P over 1470 and this thing rips IMO,1,chk good info user user sp over 1470 and this thing rips imo,13,0.7,0.4404,Positive
"with a name like SkyPeople Fruit Juice, SP is going to be the next AAP. just wait and see.",1,with a name like skypeople fruit juice sp is going to be the next aap just wait and see,19,0.0,0.3612,Positive
"WH consolidating at the highs, with gap support immediately under the price. -  from  ",1,wh consolidating at the highs with gap support immediately under the price from,13,0.0,0.4019,Positive
 MT BEAV --- all setting up for possible higher prices,1,mt beav all setting up for possible higher prices,9,0.125,0.0,Neutral
MGM Caught in a ange user   ,-1,mgm caught in a ange user,6,0.0,0.0,Neutral
New post - I could have Peter ynch'd this stock  MD,1,new post i could have peter ynchd this stock md,10,0.13636363636363635,0.0,Neutral
FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,1,fsc goes exdividend tomorrow paying monthly 00958 per share with next payment on jan 31st with 1060 yield,18,0.0,0.296,Positive
user 3DTradingtrader I do have 3.1Mio to expend and race up any offer for DEPO,-1,user 3dtradingtrader i do have 31mio to expend and race up any offer for depo,15,0.0,0.0,Neutral
VOXX a user stock. Kudos to you my friend!,1,voxx a user stock kudos to you my friend,9,0.0,0.7579,Positive
"MCP Performing as expected, so many red flag raised on that one over last few months, so many here could say I told you so...",-1,mcp performing as expected so many red flag raised on that one over last few months so many here could say i told you so,25,0.11666666666666665,0.0,Neutral
"SWY - *WSJ: Cerberus, Supervalu Strike Deal - Sources - may put a bid under SWY",1,swy wsj cerberus supervalu strike deal sources may put a bid under swy,13,0.0,-0.128,Neutral
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",-1,se shot ceco sm aci dmnd ns gcy bbg ef tm eoc xco vccf pq axas pst p kcg mnta nav pac,22,0.0,0.0,Neutral
HPQ in the 16.50 calls for .04!,1,hpq in the 1650 calls for 04,7,0.0,0.0,Neutral
AAP daily pop then vomit in motion...,-1,aap daily pop then vomit in motion,7,0.0,0.0,Neutral
"MCP don't catch that knife, if you think it will survive define risk buy some January 2015 EAP option and forget about it till then...",-1,mcp dont catch that knife if you think it will survive define risk buy some january 2015 eap option and forget about it till then,25,0.0,-0.4588,Negative
"PX - ong  9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -  ",1,px ong 901 moved the trailing stop to 1330 from 3 stops of 901 778 655,16,0.0,-0.4215,Negative
AAP ... I don't see any more than 1 up 3min candle in a row so far this am.,-1,aap i dont see any more than 1 up 3min candle in a row so far this am,18,0.3,0.0,Neutral
"AAP about to go red, amazing how many times that pattern can repeat over and over...",-1,aap about to go red amazing how many times that pattern can repeat over and over,16,0.3666666666666667,0.5859,Positive
user u didn't miss it if it is still going lower :) MCP,-1,user u didnt miss it if it is still going lower mcp,12,0.0,-0.1916,Neutral
GDOT making a new higher high. MACD bullish cross + OBV trending upwards.Time to fill this gap.   ,1,gdot making a new higher high macd bullish cross obv trending upwardstime to fill this gap,16,0.1365909090909091,0.0,Neutral
Back to a full size position in ZNGA here,1,back to a full size position in znga here,9,0.175,0.0,Neutral
FCE triggered Tues gapped Wed so today IMO do not have to think - you just take profits   ,1,fce triggered tues gapped wed so today imo do not have to think you just take profits,17,0.0,0.4404,Positive
"Goodbye FAF, acting weak, I've never liked you anyway - NEXT",-1,goodbye faf acting weak ive never liked you anyway next,10,-0.16875,-0.6407,Negative
not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop  ,-1,not likin msft neg dvrgncehammer today goin into quadruple bottom still have some longs w stop,16,0.0,-0.296,Negative
WFC If they miss I will add,1,wfc if they miss i will add,7,0.0,-0.1531,Neutral
BAC wait for it to setup again. ooks like it will retest 10.66 for sure.,-1,bac wait for it to setup again ooks like it will retest 1066 for sure,15,0.5,0.5859,Positive
"MCP you had a lot of red flags, but when the CEO was abruptly fired without a permanent replacement this should have got your attention...",-1,mcp you had a lot of red flags but when the ceo was abruptly fired without a permanent replacement this should have got your attention,25,-0.0625,-0.7096,Negative
AAP gonna bounce hard off 516,1,aap gonna bounce hard off 516,6,-0.2916666666666667,-0.1027,Neutral
GS is looking super strong.,1,gs is looking super strong,5,0.3833333333333333,0.802,Positive
wait to you see what they do w/schools in 2013 user: The JMBA airport locations are generally packed. Good news user,1,wait to you see what they do wschools in 2013 user the jmba airport locations are generally packed good news user,21,0.375,0.4404,Positive
GS wants higher,1,gs wants higher,3,0.225,0.0,Neutral
"AAP watch CS, it's a tell for AAP imo!",1,aap watch cs its a tell for aap imo,9,0.0,0.0,Neutral
BK - added to long,1,bk added to long,4,-0.05,0.0,Neutral
user: long a few NFX 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,1,user long a few nfx 100 calls at 27 expire tomorrow out at 40 48 no need to be greedy with them expiring tomorrow,24,-0.125,-0.5423,Negative
JNP - added to long,1,jnp added to long,4,-0.05,0.0,Neutral
CEE 5 min retest   ,1,cee 5 min retest,4,0.0,0.0,Neutral
AAP - trimmed 1/2 of our short exposure 516 level,-1,aap trimmed 12 of our short exposure 516 level,9,0.0,0.0,Neutral
AAP lower highs and lower lows intraday...where is big near term support?,-1,aap lower highs and lower lows intradaywhere is big near term support,12,0.05,-0.3612,Negative
The cult of Apple is dying -  AAP,-1,the cult of apple is dying aap,7,0.0,0.0,Neutral
ZION...looks to be basing under breakout...could touch bottom of triangle though  ,1,zionlooks to be basing under breakoutcould touch bottom of triangle though,11,0.0,0.0,Neutral
HPQ ocket since Noon!,1,hpq ocket since noon,4,0.0,0.0,Neutral
HPQ ook at that Volume too! Very Nice! 16.50 Calls Do it!,1,hpq ook at that volume too very nice 1650 calls do it,12,0.78,0.4754,Positive
"X - took long exposure down  25.95 - 26 area - still very bullish on T look, stock has a rip - n - dip rhythm, want dry powder 2 trade",1,x took long exposure down 2595 26 area still very bullish on t look stock has a rip n dip rhythm want dry powder 2 trade,26,-0.01805555555555556,0.0772,Neutral
"user sweet money, I need another 1.8% to scaling in Sell Short again CSN",-1,user sweet money i need another 18 to scaling in sell short again csn,14,0.175,0.4588,Positive
HPQ Man these call options are so Cheap!,1,hpq man these call options are so cheap,8,0.4,0.0,Neutral
user: user SHOT YHOO TO 0!!!!! ONE DOWN 19 TO GO lololol,-1,user user shot yhoo to 0 one down 19 to go lololol,12,-0.15555555555555559,0.0,Neutral
"user I lost 15% of my holdings when it first opened, but have recouped it all through AAP and now FB. Buying more of both",1,user i lost 15 of my holdings when it first opened but have recouped it all through aap and now fb buying more of both,25,0.375,-0.1655,Neutral
TE - new short on board for utility sector,-1,te new short on board for utility sector,8,0.06818181818181818,0.0,Neutral
"user Tr8r_x nice face, check the next HBAN Green Weekly Triangle (Sell Short)",-1,user tr8rx nice face check the next hban green weekly triangle sell short,13,0.09999999999999999,0.4215,Positive
"Green Weekly Triangle on HBAN,....Sell Short at 6.69  ",-1,green weekly triangle on hbansell short at 669,8,-0.1,0.0,Neutral
"user yea, but CSN in just one in my whole portfolio, when you scale, you always can fix the cost and ending with profits",-1,user yea but csn in just one in my whole portfolio when you scale you always can fix the cost and ending with profits,24,0.2,0.5927,Positive
BAC Out 11.78 waiting for a pullback.. if we have one today.. ;-),1,bac out 1178 waiting for a pullback if we have one today,12,0.0,0.0,Neutral
AAP moving above 525 pivot today is bullish for tomorrow.,1,aap moving above 525 pivot today is bullish for tomorrow,10,0.0,0.0,Neutral
AAP getting my attention. Showing some strength. Might actually jump in.,1,aap getting my attention showing some strength might actually jump in,11,0.0,0.4939,Positive
ES SPY SPX can we hold this breakout on the ES futures?,-1,es spy spx can we hold this breakout on the es futures,12,0.0,0.0,Neutral
AAP Someone catch a leak of some news at 2:30 or what???,1,aap someone catch a leak of some news at 230 or what,12,0.0,-0.34,Negative
WFM - not getting much lift from the rally - looking like a possible bear flag - adding to short,-1,wfm not getting much lift from the rally looking like a possible bear flag adding to short,17,0.06666666666666667,0.3612,Positive
"ed Weekly Triangle on HEK,...Net Profit  4,539.00 (10.84%)  ",-1,ed weekly triangle on heknet profit 453900 1084,8,0.0,0.4404,Positive
V interesting reversal today,-1,v interesting reversal today,4,0.5,0.4019,Positive
"BAC 100% Cash -->I will never listen to the sirens say Keep r Trade Overnight, it will Gapp Never... I Promise ;-)",1,bac 100 cash i will never listen to the sirens say keep r trade overnight it will gapp never i promise,21,0.0,-0.2411,Negative
HPQ is 17.50 too much to ask for tomorrow??? :),1,hpq is 1750 too much to ask for tomorrow,9,0.2,0.0,Neutral
